Year,Ethnicity,Sex,Cause,Count,Region
2010,"	Asian & Pacific Islander	",Males,"	PARKINSONS DISEASE	",7,NYC
2010,"	Asian & Pacific Islander	",Males,"	SEPTICEMIA	",11,NYC
2010,"	Asian & Pacific Islander	",Males,"	SHORT GESTATION/LBW	",7,NYC
2010,"	Asian & Pacific Islander	",Males,"	TUBERCULOSIS	",5,NYC
2010,"	Asian & Pacific Islander	",Males,"	VIRAL HEPATITIS	",14,NYC
2010,"	Hispanic	",Females,"	ACCIDENTS EXCEPT DRUG POISONING	",59,NYC
2010,"	Hispanic	",Females,"	ALZHEIMERS DISEASE	",71,NYC
2010,"	Hispanic	",Females,"	ASSAULT (HOMICIDE)	",22,NYC
2010,"	Hispanic	",Females,"	ATHEROSCLEROSIS	",15,NYC
2010,"	Hispanic	",Females,"	BENIGN AND UNCERTAIN NEOPLASMS	",23,NYC
2010,"	Hispanic	",Females,"	CEREBROVASCULAR DISEASE	",168,NYC
2010,"	Hispanic	",Females,"	CHOLELITHIASIS AND DISORDERS OF GALLBLADDER	",10,NYC
2010,"	Hispanic	",Females,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",49,NYC
2010,"	Hispanic	",Females,"	CHRONIC LOWER RESPIRATORY DISEASES	",156,NYC
2010,"	Hispanic	",Females,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",42,NYC
2010,"	Hispanic	",Females,"	DIABETES MELLITUS	",219,NYC
2010,"	Hispanic	",Females,"	DISEASES OF HEART	",1316,NYC
2010,"	Hispanic	",Females,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",95,NYC
2010,"	Hispanic	",Females,"	HUMAN IMMUNODEFICIENCY VIRUS DISEASE	",79,NYC
2010,"	Hispanic	",Females,"	INFLUENZA AND PNEUMONIA	",228,NYC
2010,"	Hispanic	",Females,"	INTENTIONAL SELF-HARM (SUICIDE)	",27,NYC
2010,"	Hispanic	",Females,"	MALIGNANT NEOPLASMS	",1045,NYC
2010,"	Hispanic	",Females,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",48,NYC
2010,"	Hispanic	",Females,"	PARKINSONS DISEASE	",16,NYC
2010,"	Hispanic	",Females,"	PEPTIC ULCER	",9,NYC
2010,"	Hispanic	",Females,"	PREGNANCY, CHILDBIRTH AND THE PUERPERIUM	",11,NYC
2010,"	Hispanic	",Females,"	PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING	",50,NYC
2010,"	Hispanic	",Females,"	SEPTICEMIA	",33,NYC
2010,"	Hispanic	",Females,"	SHORT GESTATION/LBW	",19,NYC
2010,"	Hispanic	",Females,"	VIRAL HEPATITIS	",40,NYC
2010,"	Hispanic	",Males,"	ACCIDENTS EXCEPT DRUG POISONING	",132,NYC
2010,"	Hispanic	",Males,"	ALZHEIMERS DISEASE	",31,NYC
2010,"	Hispanic	",Males,"	AORTIC ANEURYSM AND DISSECTION	",28,NYC
2010,"	Hispanic	",Males,"	ASSAULT (HOMICIDE)	",120,NYC
2010,"	Hispanic	",Males,"	ATHEROSCLEROSIS	",13,NYC
2010,"	Hispanic	",Males,"	BENIGN AND UNCERTAIN NEOPLASMS	",18,NYC
2010,"	Hispanic	",Males,"	CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD	",14,NYC
2010,"	Hispanic	",Males,"	CEREBROVASCULAR DISEASE	",140,NYC
2010,"	Hispanic	",Males,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",150,NYC
2010,"	Hispanic	",Males,"	CHRONIC LOWER RESPIRATORY DISEASES	",149,NYC
2010,"	Hispanic	",Males,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",38,NYC
2010,"	Hispanic	",Males,"	DIABETES MELLITUS	",187,NYC
2010,"	Hispanic	",Males,"	DISEASES OF HEART	",1355,NYC
2010,"	Hispanic	",Males,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",75,NYC
2010,"	Hispanic	",Males,"	HUMAN IMMUNODEFICIENCY VIRUS DISEASE	",189,NYC
2010,"	Hispanic	",Males,"	INFLUENZA AND PNEUMONIA	",235,NYC
2010,"	Hispanic	",Males,"	INTENTIONAL SELF-HARM (SUICIDE)	",75,NYC
2010,"	Hispanic	",Males,"	MALIGNANT NEOPLASMS	",1057,NYC
2010,"	Hispanic	",Males,"	MENTAL DISORDERS DUE TO USE OF ALCOHOL	",46,NYC
2010,"	Hispanic	",Males,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",44,NYC
2010,"	Hispanic	",Males,"	PARKINSONS DISEASE	",18,NYC
2010,"	Hispanic	",Males,"	PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING	",138,NYC
2010,"	Hispanic	",Males,"	SEPTICEMIA	",31,NYC
2010,"	Hispanic	",Males,"	SHORT GESTATION/LBW	",21,NYC
2010,"	Hispanic	",Males,"	VIRAL HEPATITIS	",88,NYC
2010,"	Non-Hispanic Black	",Females,"	ACCIDENTS EXCEPT DRUG POISONING	",58,NYC
2010,"	Non-Hispanic Black	",Females,"	ALZHEIMERS DISEASE	",88,NYC
2010,"	Non-Hispanic Black	",Females,"	ANEMIAS	",19,NYC
2010,"	Non-Hispanic Black	",Females,"	AORTIC ANEURYSM AND DISSECTION	",16,NYC
2010,"	Non-Hispanic Black	",Females,"	ASSAULT (HOMICIDE)	",47,NYC
2010,"	Non-Hispanic Black	",Females,"	ATHEROSCLEROSIS	",23,NYC
2010,"	Non-Hispanic Black	",Females,"	BENIGN AND UNCERTAIN NEOPLASMS	",26,NYC
2010,"	Non-Hispanic Black	",Females,"	CEREBROVASCULAR DISEASE	",259,NYC
2010,"	Non-Hispanic Black	",Females,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",43,NYC
2010,"	Non-Hispanic Black	",Females,"	CHRONIC LOWER RESPIRATORY DISEASES	",206,NYC
2010,"	Non-Hispanic Black	",Females,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",33,NYC
2010,"	Non-Hispanic Black	",Females,"	DIABETES MELLITUS	",384,NYC
2010,"	Non-Hispanic Black	",Females,"	DISEASES OF HEART	",2282,NYC
2010,"	Non-Hispanic Black	",Females,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",252,NYC
2010,"	Non-Hispanic Black	",Females,"	HUMAN IMMUNODEFICIENCY VIRUS DISEASE	",152,NYC
2010,"	Non-Hispanic Black	",Females,"	INFLUENZA AND PNEUMONIA	",275,NYC
2010,"	Non-Hispanic Black	",Females,"	INTENTIONAL SELF-HARM (SUICIDE)	",19,NYC
2010,"	Non-Hispanic Black	",Females,"	MALIGNANT NEOPLASMS	",1768,NYC
2010,"	Non-Hispanic Black	",Females,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",86,NYC
2010,"	Non-Hispanic Black	",Females,"	PEPTIC ULCER	",15,NYC
2010,"	Non-Hispanic Black	",Females,"	PREGNANCY, CHILDBIRTH AND THE PUERPERIUM	",18,NYC
2010,"	Non-Hispanic Black	",Females,"	PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING	",63,NYC
2010,"	Non-Hispanic Black	",Females,"	SEPTICEMIA	",55,NYC
2010,"	Non-Hispanic Black	",Females,"	SHORT GESTATION/LBW	",29,NYC
2010,"	Non-Hispanic Black	",Females,"	VIRAL HEPATITIS	",33,NYC
2010,"	Non-Hispanic Black	",Males,"	ACCIDENTS EXCEPT DRUG POISONING	",147,NYC
2010,"	Non-Hispanic Black	",Males,"	ALZHEIMERS DISEASE	",20,NYC
2010,"	Non-Hispanic Black	",Males,"	ANEMIAS	",20,NYC
2010,"	Non-Hispanic Black	",Males,"	AORTIC ANEURYSM AND DISSECTION	",25,NYC
2010,"	Non-Hispanic Black	",Males,"	ASSAULT (HOMICIDE)	",301,NYC
2010,"	Non-Hispanic Black	",Males,"	ATHEROSCLEROSIS	",20,NYC
2010,"	Non-Hispanic Black	",Males,"	BENIGN AND UNCERTAIN NEOPLASMS	",19,NYC
2010,"	Non-Hispanic Black	",Males,"	CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD	",15,NYC
2010,"	Non-Hispanic Black	",Males,"	CEREBROVASCULAR DISEASE	",171,NYC
2010,"	Non-Hispanic Black	",Males,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",68,NYC
2010,"	Non-Hispanic Black	",Males,"	CHRONIC LOWER RESPIRATORY DISEASES	",202,NYC
2010,"	Non-Hispanic Black	",Males,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",34,NYC
2010,"	Non-Hispanic Black	",Males,"	DIABETES MELLITUS	",279,NYC
2010,"	Non-Hispanic Black	",Males,"	DISEASES OF HEART	",2015,NYC
2010,"	Non-Hispanic Black	",Males,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",178,NYC
2010,"	Non-Hispanic Black	",Males,"	HUMAN IMMUNODEFICIENCY VIRUS DISEASE	",297,NYC
2010,"	Non-Hispanic Black	",Males,"	INFLUENZA AND PNEUMONIA	",201,NYC
2010,"	Non-Hispanic Black	",Males,"	INTENTIONAL SELF-HARM (SUICIDE)	",64,NYC
2010,"	Non-Hispanic Black	",Males,"	MALIGNANT NEOPLASMS	",1540,NYC
2010,"	Non-Hispanic Black	",Males,"	MENTAL DISORDERS DUE TO USE OF ALCOHOL	",50,NYC
2010,"	Non-Hispanic Black	",Males,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",70,NYC
2010,"	Non-Hispanic Black	",Males,"	PEPTIC ULCER	",13,NYC
2010,"	Non-Hispanic Black	",Males,"	PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING	",111,NYC
2010,"	Non-Hispanic Black	",Males,"	SEPTICEMIA	",36,NYC
2010,"	Non-Hispanic Black	",Males,"	SHORT GESTATION/LBW	",35,NYC
2010,"	Non-Hispanic Black	",Males,"	VIRAL HEPATITIS	",49,NYC
2010,"	Non-Hispanic White	",Females,"	ACCIDENTS EXCEPT DRUG POISONING	",164,NYC
2010,"	Non-Hispanic White	",Females,"	ALZHEIMERS DISEASE	",247,NYC
2010,"	Non-Hispanic White	",Females,"	AORTIC ANEURYSM AND DISSECTION	",22,NYC
2010,"	Non-Hispanic White	",Females,"	ATHEROSCLEROSIS	",74,NYC
2010,"	Non-Hispanic White	",Females,"	BENIGN AND UNCERTAIN NEOPLASMS	",69,NYC
2010,"	Non-Hispanic White	",Females,"	CEREBROVASCULAR DISEASE	",382,NYC
2010,"	Non-Hispanic White	",Females,"	CHOLELITHIASIS AND DISORDERS OF GALLBLADDER	",19,NYC
2010,"	Non-Hispanic White	",Females,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",67,NYC
2010,"	Non-Hispanic White	",Females,"	CHRONIC LOWER RESPIRATORY DISEASES	",502,NYC
2010,"	Non-Hispanic White	",Females,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",32,NYC
2010,"	Non-Hispanic White	",Females,"	DIABETES MELLITUS	",258,NYC
2010,"	Non-Hispanic White	",Females,"	DISEASES OF HEART	",5351,NYC
2010,"	Non-Hispanic White	",Females,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",219,NYC
2010,"	Non-Hispanic White	",Females,"	HUMAN IMMUNODEFICIENCY VIRUS DISEASE	",24,NYC
2010,"	Non-Hispanic White	",Females,"	INFLUENZA AND PNEUMONIA	",707,NYC
2010,"	Non-Hispanic White	",Females,"	INTENTIONAL SELF-HARM (SUICIDE)	",61,NYC
2010,"	Non-Hispanic White	",Females,"	MALIGNANT NEOPLASMS	",3438,NYC
2010,"	Non-Hispanic White	",Females,"	MENTAL DISORDERS DUE TO USE OF ALCOHOL	",16,NYC
2010,"	Non-Hispanic White	",Females,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",90,NYC
2010,"	Non-Hispanic White	",Females,"	PARKINSONS DISEASE	",55,NYC
2010,"	Non-Hispanic White	",Females,"	PEPTIC ULCER	",22,NYC
2010,"	Non-Hispanic White	",Females,"	PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING	",75,NYC
2010,"	Non-Hispanic White	",Females,"	SEPTICEMIA	",107,NYC
2010,"	Non-Hispanic White	",Females,"	SHORT GESTATION/LBW	",14,NYC
2010,"	Non-Hispanic White	",Females,"	VIRAL HEPATITIS	",32,NYC
2010,"	Non-Hispanic White	",Males,"	ACCIDENTS EXCEPT DRUG POISONING	",272,NYC
2010,"	Non-Hispanic White	",Males,"	ALZHEIMERS DISEASE	",94,NYC
2010,"	Non-Hispanic White	",Males,"	AORTIC ANEURYSM AND DISSECTION	",49,NYC
2010,"	Non-Hispanic White	",Males,"	ASSAULT (HOMICIDE)	",25,NYC
2010,"	Non-Hispanic White	",Males,"	ATHEROSCLEROSIS	",46,NYC
2010,"	Non-Hispanic White	",Males,"	BENIGN AND UNCERTAIN NEOPLASMS	",91,NYC
2010,"	Non-Hispanic White	",Males,"	CEREBROVASCULAR DISEASE	",276,NYC
2010,"	Non-Hispanic White	",Males,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",110,NYC
2010,"	Non-Hispanic White	",Males,"	CHRONIC LOWER RESPIRATORY DISEASES	",388,NYC
2010,"	Non-Hispanic White	",Males,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",33,NYC
2010,"	Non-Hispanic White	",Males,"	DIABETES MELLITUS	",245,NYC
2010,"	Non-Hispanic White	",Males,"	DISEASES OF HEART	",4495,NYC
2010,"	Non-Hispanic White	",Males,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",153,NYC
2010,"	Non-Hispanic White	",Males,"	HUMAN IMMUNODEFICIENCY VIRUS DISEASE	",76,NYC
2010,"	Non-Hispanic White	",Males,"	INFLUENZA AND PNEUMONIA	",614,NYC
2010,"	Non-Hispanic White	",Males,"	INTENTIONAL SELF-HARM (SUICIDE)	",182,NYC
2010,"	Non-Hispanic White	",Males,"	MALIGNANT NEOPLASMS	",3408,NYC
2010,"	Non-Hispanic White	",Males,"	MENTAL DISORDERS DUE TO USE OF ALCOHOL	",57,NYC
2010,"	Non-Hispanic White	",Males,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",119,NYC
2010,"	Non-Hispanic White	",Males,"	PARKINSONS DISEASE	",79,NYC
2010,"	Non-Hispanic White	",Males,"	PEPTIC ULCER	",19,NYC
2010,"	Non-Hispanic White	",Males,"	PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING	",211,NYC
2010,"	Non-Hispanic White	",Males,"	SEPTICEMIA	",74,NYC
2010,"	Non-Hispanic White	",Males,"	SHORT GESTATION/LBW	",14,NYC
2010,"	Non-Hispanic White	",Males,"	VIRAL HEPATITIS	",82,NYC
2011,"	Asian & Pacific Islander	",Females,"	ACCIDENTS EXCEPT DRUG POISONING	",44,NYC
2011,"	Asian & Pacific Islander	",Females,"	ALZHEIMERS DISEASE	",24,NYC
2011,"	Asian & Pacific Islander	",Females,"	ANEMIAS	",5,NYC
2011,"	Asian & Pacific Islander	",Females,"	ASSAULT (HOMICIDE)	",6,NYC
2011,"	Asian & Pacific Islander	",Females,"	BENIGN AND UNCERTAIN NEOPLASMS	",11,NYC
2011,"	Asian & Pacific Islander	",Females,"	CEREBROVASCULAR DISEASE	",98,NYC
2011,"	Asian & Pacific Islander	",Females,"	CHOLELITHIASIS AND DISORDERS OF GALLBLADDER	",6,NYC
2011,"	Asian & Pacific Islander	",Females,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",10,NYC
2011,"	Asian & Pacific Islander	",Females,"	CHRONIC LOWER RESPIRATORY DISEASES	",30,NYC
2011,"	Asian & Pacific Islander	",Females,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",7,NYC
2011,"	Asian & Pacific Islander	",Females,"	DIABETES MELLITUS	",51,NYC
2011,"	Asian & Pacific Islander	",Females,"	DISEASES OF HEART	",402,NYC
2011,"	Asian & Pacific Islander	",Females,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",46,NYC
2011,"	Asian & Pacific Islander	",Females,"	INFLUENZA AND PNEUMONIA	",84,NYC
2011,"	Asian & Pacific Islander	",Females,"	INTENTIONAL SELF-HARM (SUICIDE)	",23,NYC
2011,"	Asian & Pacific Islander	",Females,"	MALIGNANT NEOPLASMS	",454,NYC
2011,"	Asian & Pacific Islander	",Females,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",18,NYC
2011,"	Asian & Pacific Islander	",Females,"	PARKINSONS DISEASE	",5,NYC
2011,"	Asian & Pacific Islander	",Females,"	SEPTICEMIA	",11,NYC
2011,"	Asian & Pacific Islander	",Females,"	VIRAL HEPATITIS	",6,NYC
2011,"	Asian & Pacific Islander	",Males,"	ACCIDENTS EXCEPT DRUG POISONING	",61,NYC
2011,"	Asian & Pacific Islander	",Males,"	ALZHEIMERS DISEASE	",18,NYC
2011,"	Asian & Pacific Islander	",Males,"	AORTIC ANEURYSM AND DISSECTION	",6,NYC
2011,"	Asian & Pacific Islander	",Males,"	ASSAULT (HOMICIDE)	",9,NYC
2011,"	Asian & Pacific Islander	",Males,"	ATHEROSCLEROSIS	",6,NYC
2011,"	Asian & Pacific Islander	",Males,"	BENIGN AND UNCERTAIN NEOPLASMS	",11,NYC
2011,"	Asian & Pacific Islander	",Males,"	CEREBROVASCULAR DISEASE	",79,NYC
2011,"	Asian & Pacific Islander	",Males,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",15,NYC
2011,"	Asian & Pacific Islander	",Males,"	CHRONIC LOWER RESPIRATORY DISEASES	",73,NYC
2011,"	Asian & Pacific Islander	",Males,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",13,NYC
2011,"	Asian & Pacific Islander	",Males,"	DIABETES MELLITUS	",60,NYC
2011,"	Asian & Pacific Islander	",Males,"	DISEASES OF HEART	",452,NYC
2011,"	Asian & Pacific Islander	",Males,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",37,NYC
2011,"	Asian & Pacific Islander	",Males,"	INFLUENZA AND PNEUMONIA	",94,NYC
2011,"	Asian & Pacific Islander	",Males,"	INTENTIONAL SELF-HARM (SUICIDE)	",50,NYC
2011,"	Asian & Pacific Islander	",Males,"	MALIGNANT NEOPLASMS	",550,NYC
2011,"	Asian & Pacific Islander	",Males,"	MENTAL DISORDERS DUE TO USE OF ALCOHOL	",11,NYC
2011,"	Asian & Pacific Islander	",Males,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",17,NYC
2011,"	Asian & Pacific Islander	",Males,"	PARKINSONS DISEASE	",11,NYC
2011,"	Asian & Pacific Islander	",Males,"	PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING	",5,NYC
2011,"	Asian & Pacific Islander	",Males,"	SEPTICEMIA	",15,NYC
2011,"	Asian & Pacific Islander	",Males,"	SHORT GESTATION/LBW	",5,NYC
2011,"	Asian & Pacific Islander	",Males,"	TUBERCULOSIS	",10,NYC
2011,"	Asian & Pacific Islander	",Males,"	VIRAL HEPATITIS	",16,NYC
2011,"	Hispanic	",Females,"	ACCIDENTS EXCEPT DRUG POISONING	",52,NYC
2011,"	Hispanic	",Females,"	ALZHEIMERS DISEASE	",90,NYC
2011,"	Hispanic	",Females,"	AORTIC ANEURYSM AND DISSECTION	",12,NYC
2011,"	Hispanic	",Females,"	ASSAULT (HOMICIDE)	",20,NYC
2011,"	Hispanic	",Females,"	ATHEROSCLEROSIS	",15,NYC
2011,"	Hispanic	",Females,"	BENIGN AND UNCERTAIN NEOPLASMS	",17,NYC
2011,"	Hispanic	",Females,"	CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD	",8,NYC
2011,"	Hispanic	",Females,"	CEREBROVASCULAR DISEASE	",179,NYC
2011,"	Hispanic	",Females,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",39,NYC
2011,"	Hispanic	",Females,"	CHRONIC LOWER RESPIRATORY DISEASES	",156,NYC
2011,"	Hispanic	",Females,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",21,NYC
2011,"	Hispanic	",Females,"	DIABETES MELLITUS	",196,NYC
2011,"	Hispanic	",Females,"	DISEASES OF HEART	",1348,NYC
2011,"	Hispanic	",Females,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",83,NYC
2011,"	Hispanic	",Females,"	HUMAN IMMUNODEFICIENCY VIRUS DISEASE	",70,NYC
2011,"	Hispanic	",Females,"	INFLUENZA AND PNEUMONIA	",218,NYC
2011,"	Hispanic	",Females,"	INTENTIONAL SELF-HARM (SUICIDE)	",21,NYC
2011,"	Hispanic	",Females,"	MALIGNANT NEOPLASMS	",1085,NYC
2011,"	Hispanic	",Females,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",42,NYC
2011,"	Hispanic	",Females,"	PARKINSONS DISEASE	",16,NYC
2011,"	Hispanic	",Females,"	PREGNANCY, CHILDBIRTH AND THE PUERPERIUM	",12,NYC
2011,"	Hispanic	",Females,"	PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING	",56,NYC
2011,"	Hispanic	",Females,"	SEPTICEMIA	",42,NYC
2011,"	Hispanic	",Females,"	SHORT GESTATION/LBW	",16,NYC
2011,"	Hispanic	",Females,"	VIRAL HEPATITIS	",39,NYC
2011,"	Hispanic	",Males,"	ACCIDENTS EXCEPT DRUG POISONING	",180,NYC
2011,"	Hispanic	",Males,"	ALZHEIMERS DISEASE	",38,NYC
2011,"	Hispanic	",Males,"	ANEMIAS	",10,NYC
2011,"	Hispanic	",Males,"	AORTIC ANEURYSM AND DISSECTION	",20,NYC
2011,"	Hispanic	",Males,"	ASSAULT (HOMICIDE)	",115,NYC
2011,"	Hispanic	",Males,"	BENIGN AND UNCERTAIN NEOPLASMS	",18,NYC
2011,"	Hispanic	",Males,"	CEREBROVASCULAR DISEASE	",147,NYC
2011,"	Hispanic	",Males,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",167,NYC
2011,"	Hispanic	",Males,"	CHRONIC LOWER RESPIRATORY DISEASES	",124,NYC
2011,"	Hispanic	",Males,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",37,NYC
2011,"	Hispanic	",Males,"	DIABETES MELLITUS	",200,NYC
2011,"	Hispanic	",Males,"	DISEASES OF HEART	",1201,NYC
2011,"	Hispanic	",Males,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",69,NYC
2011,"	Hispanic	",Males,"	HUMAN IMMUNODEFICIENCY VIRUS DISEASE	",162,NYC
2011,"	Hispanic	",Males,"	INFLUENZA AND PNEUMONIA	",209,NYC
2011,"	Hispanic	",Males,"	INTENTIONAL SELF-HARM (SUICIDE)	",93,NYC
2011,"	Hispanic	",Males,"	MALIGNANT NEOPLASMS	",1144,NYC
2011,"	Hispanic	",Males,"	MENTAL DISORDERS DUE TO USE OF ALCOHOL	",48,NYC
2011,"	Hispanic	",Males,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",44,NYC
2011,"	Hispanic	",Males,"	PARKINSONS DISEASE	",21,NYC
2011,"	Hispanic	",Males,"	PEPTIC ULCER	",9,NYC
2011,"	Hispanic	",Males,"	PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING	",145,NYC
2011,"	Hispanic	",Males,"	SEPTICEMIA	",40,NYC
2011,"	Hispanic	",Males,"	SHORT GESTATION/LBW	",12,NYC
2011,"	Hispanic	",Males,"	VIRAL HEPATITIS	",105,NYC
2011,"	Non-Hispanic Black	",Females,"	ACCIDENTS EXCEPT DRUG POISONING	",76,NYC
2011,"	Non-Hispanic Black	",Females,"	ALZHEIMERS DISEASE	",90,NYC
2011,"	Non-Hispanic Black	",Females,"	ANEMIAS	",13,NYC
2011,"	Non-Hispanic Black	",Females,"	AORTIC ANEURYSM AND DISSECTION	",19,NYC
2011,"	Non-Hispanic Black	",Females,"	ASSAULT (HOMICIDE)	",52,NYC
2011,"	Non-Hispanic Black	",Females,"	ATHEROSCLEROSIS	",20,NYC
2011,"	Non-Hispanic Black	",Females,"	BENIGN AND UNCERTAIN NEOPLASMS	",41,NYC
2011,"	Non-Hispanic Black	",Females,"	CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD	",16,NYC
2011,"	Non-Hispanic Black	",Females,"	CEREBROVASCULAR DISEASE	",281,NYC
2011,"	Non-Hispanic Black	",Females,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",39,NYC
2011,"	Non-Hispanic Black	",Females,"	CHRONIC LOWER RESPIRATORY DISEASES	",221,NYC
2011,"	Non-Hispanic Black	",Females,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",29,NYC
2011,"	Non-Hispanic Black	",Females,"	DIABETES MELLITUS	",410,NYC
2011,"	Non-Hispanic Black	",Females,"	DISEASES OF HEART	",2243,NYC
2011,"	Non-Hispanic Black	",Females,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",225,NYC
2011,"	Non-Hispanic Black	",Females,"	HUMAN IMMUNODEFICIENCY VIRUS DISEASE	",144,NYC
2011,"	Non-Hispanic Black	",Females,"	INFLUENZA AND PNEUMONIA	",273,NYC
2011,"	Non-Hispanic Black	",Females,"	MALIGNANT NEOPLASMS	",1918,NYC
2011,"	Non-Hispanic Black	",Females,"	MENTAL DISORDERS DUE TO USE OF ALCOHOL	",17,NYC
2011,"	Non-Hispanic Black	",Females,"	NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS	",83,NYC
2011,"	Non-Hispanic Black	",Females,"	PEPTIC ULCER	",22,NYC
2011,"	Non-Hispanic Black	",Females,"	PREGNANCY, CHILDBIRTH AND THE PUERPERIUM	",13,NYC
2011,"	Non-Hispanic Black	",Females,"	PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING	",65,NYC
2011,"	Non-Hispanic Black	",Females,"	SEPTICEMIA	",52,NYC
2011,"	Non-Hispanic Black	",Females,"	SHORT GESTATION/LBW	",27,NYC
2011,"	Non-Hispanic Black	",Females,"	VIRAL HEPATITIS	",33,NYC
2011,"	Non-Hispanic Black	",Males,"	ACCIDENTS EXCEPT DRUG POISONING	",133,NYC
2011,"	Non-Hispanic Black	",Males,"	ALZHEIMERS DISEASE	",39,NYC
2011,"	Non-Hispanic Black	",Males,"	ANEMIAS	",24,NYC
2011,"	Non-Hispanic Black	",Males,"	AORTIC ANEURYSM AND DISSECTION	",29,NYC
2011,"	Non-Hispanic Black	",Males,"	ASSAULT (HOMICIDE)	",266,NYC
2011,"	Non-Hispanic Black	",Males,"	ATHEROSCLEROSIS	",15,NYC
2011,"	Non-Hispanic Black	",Males,"	BENIGN AND UNCERTAIN NEOPLASMS	",16,NYC
2011,"	Non-Hispanic Black	",Males,"	CEREBROVASCULAR DISEASE	",200,NYC
2011,"	Non-Hispanic Black	",Males,"	CHRONIC LIVER DISEASE AND CIRRHOSIS	",66,NYC
2011,"	Non-Hispanic Black	",Males,"	CHRONIC LOWER RESPIRATORY DISEASES	",200,NYC
2011,"	Non-Hispanic Black	",Males,"	CONGENITAL MALFORMATIONS,DEFORMATIONS	",31,NYC
2011,"	Non-Hispanic Black	",Males,"	DIABETES MELLITUS	",307,NYC
2011,"	Non-Hispanic Black	",Males,"	DISEASES OF HEART	",1840,NYC
2011,"	Non-Hispanic Black	",Males,"	ESSENTIAL HYPERTENSION AND RENAL DISEASES	",154,NYC
2011,"	Non-Hispanic Black	",Males,"	HUMAN IMMUNODEFICIENCY VIRUS DISEASE	",277,NYC
2011,"	Non-Hispanic Black	",Males,"	INFLUENZA AND PNEUMONIA	",243,NYC
2011,"	Non-Hispanic Black	",Males,"	INTENTIONAL SELF-HARM (SUICIDE)	",53,NYC
